t_state,t_county,ordinance,p_tnum,p_cap,t_hh,t_rd,t_rsa,t_ttlh,xlong,ylat
OR,Gilliam,0,820,1805.75,81.09390243902439,100.00224801645606,8275.92096973259,131.11255803702616,-120.13190454720255,45.63580064971386
OR,Morrow,0,742,1752.93,84.75951613963579,109.5572208639317,9700.258437584305,139.5067745388128,-119.76130807138074,45.58530837378004
OR,Sherman,0,418,909.8,81.77033492822966,92.41437170639207,7041.319450973475,128.03780786276542,-120.58258152020315,45.568123076313746
OR,Umatilla,1,1179,671.04,55.438507209499576,53.82493638676845,2428.2449787955898,82.34656488549619,-118.84665686049932,45.95634627306994
OR,Union,0,59,97.35,70.0,82.0,5281.02,110.9,-117.80782603278689,45.08408262295082
PA,Blair,0,124,248.0,82.79032258064517,87.65322580645162,6035.489274193549,126.71290322580644,-78.49778673235886,40.475257449092744
PA,Bradford,0,67,100.5,80.0,77.0,4656.63,118.6,-76.854528375,41.7584345
PA,Cambria,0,150,327.5,84.86666666666666,91.1,6540.561333333334,130.45835185185183,-78.63667715555556,40.37907819962963
PA,Centre,0,25,50.0,100.0,90.0,6361.73,145.1,-78.24184077777778,40.75138111111111
PA,Columbia,0,13,26.0,78.0,87.0,5944.679999999999,121.6,-76.31544799999999,40.812435
PA,Fayette,1,33,61.0,74.21212121212122,82.0,5326.18,115.29696969696968,-79.62865030303031,39.803134
PA,Lancaster,0,2,3.2,80.0,82.5,5345.62,121.3,-76.45589849999999,39.9590915
PA,Luzerne,1,12,24.0,78.0,87.0,5944.68,121.59999999999998,-75.75191808333334,41.237073333333335
PA,Lycoming,1,30,69.0,80.0,101.0,8011.85,130.5,-77.03009863333334,41.5319773
PA,Potter,0,25,90.0,125.96,137.0,14741.14,194.56,-77.67979832,41.89435388
PA,Schuylkill,1,102,204.0,78.0,83.34782608695652,5457.050869565217,119.68260869565219,-76.17338618227424,40.84428336956522
PA,Somerset,1,198,372.5,84.80909090909091,85.08585858585859,5756.681313131314,127.39242424242423,-78.93615291919191,39.86338351010101
PA,Tioga,0,67,100.5,80.0,77.0,4656.63,118.5925925925926,-76.94369325925926,41.75115962962963
PA,Wayne,0,43,64.5,65.0,70.5,3903.63,100.3,-75.43673939534884,41.596857279069766
PA,Wyoming,0,88,140.8,94.77272727272727,82.5,5345.62,135.92499999999998,-76.07719257954545,41.46764411363636
PR,Bayamon Municipio,0,3,0.83,55.0,32.0,804.25,71.0,-66.128632,18.416002
PR,Ceiba Municipio,0,3,0.83,55.0,32.0,804.25,71.0,-65.610001,18.231634
PR,Guaynabo Municipio,0,3,0.83,55.0,32.0,804.25,71.0,-66.115952,18.407097
PR,Naguabo Municipio,0,13,23.4,80.0,100.0,7853.98,130.1,-65.69705092307693,18.19496353846154
PR,Santa Isabel Municipio,0,44,101.2,80.0,108.0,9160.88,134.1,-66.39032075,17.984862636363633
RI,Kent,0,10,15.0,85.0,82.3,5319.7300000000005,126.2,-71.70852070000001,41.6733115
RI,Newport,0,1,1.5,85.0,82.3,5319.73,126.2,-71.25132,41.614353
RI,Providence,0,13,30.0,82.3076923076923,102.46153846153847,8527.248461538462,133.5076923076923,-71.46802176923076,41.794232538461536
RI,Washington,0,6,31.5,102.5,138.66666666666666,15606.386666666665,171.9,-71.51605616666666,41.19309233333333
SD,Aurora,0,110,172.2,80.0,80.19090909090909,5140.313727272727,120.19372212692967,-98.77013932915953,43.8824373754717
SD,Bon Homme,1,100,296.15,97.1,115.5,10958.662199999999,154.86399999999998,-98.0517879253409,43.12848499329545
SD,Brookings,1,204,411.1,80.58862229102166,92.83397832817336,6987.14225619195,127.0703947368421,-96.57364988692524,44.46103068947559
SD,Brule,0,69,110.3,79.42028985507247,81.59420289855072,5374.699710144927,120.31159420289855,-98.85636951138716,43.84751232091098
SD,Butte,0,38,106.4,89.0,127.0,12667.69,152.4,-103.2479210263158,44.867931342105265
SD,Campbell,0,55,95.0,80.0,103.0,8332.29,131.4,-100.27516132727273,45.78931663636363
SD,Charles Mix,0,100,296.15,97.1,115.5,10958.662199999999,154.86399999999998,-98.1157417863158,43.13436213526316
SD,Clark,1,88,228.94,88.75,112.375,9990.365,145.0125,-97.8409260909091,45.07961065909091
SD,Codington,1,175,400.7,89.29423558897243,116.0,10568.32,147.39423558897244,-96.94047877712978,44.99151588328212
SD,Day,0,66,105.6,80.0,91.0,6503.88,125.60000000000001,-97.90237689393939,45.2213103030303
SD,Deuel,1,358,866.74,85.95155076093238,112.37988826815642,10144.62622905028,142.15266807936814,-96.6865370132628,44.7499772912922
SD,Grant,1,207,554.3,92.78260869565217,121.10144927536231,11630.0877294686,153.4333333333333,-96.89596799355877,45.064653936392915
SD,Hand,0,10,25.0,80.0,89.0,6221.14,124.4,-99.13610220000001,44.4766326
SD,Hutchinson,0,100,296.15,97.1,115.5,10958.662199999999,154.86399999999998,-98.029417507125,43.183856645875004
SD,Hyde,1,119,290.74,84.32773109243698,105.67647058823529,9056.163445378152,137.2546218487395,-99.53650720475508,44.4281729112523
SD,Jerauld,0,92,138.0,80.0,82.17391304347827,5339.309347826086,121.18695652173912,-98.68080695088567,43.964049634863116
SD,McPherson,1,59,88.5,80.0,82.0,5281.02,121.0,-99.02012854237289,45.911636423728815
SD,Roberts,0,32,153.6,108.0,149.0,17436.63,182.59999999999997,-97.12298876923077,45.31334407692308
TN,Anderson,0,15,27.0,80.0,80.0,5026.55,120.1,-84.34895426666667,36.12700653333333
TX,Andrews,0,57,160.74,89.0,127.0,12667.69,152.40188679245284,-102.93688643396226,32.390427905660374
TX,Archer,0,218,424.4,80.0,101.02752293577981,8083.446972477062,130.57247706422018,-98.61650039908255,33.46990287155963
TX,Armstrong,0,75,150.0,80.0,110.0,9503.32,135.0,-101.43768214705882,35.161559294117644
TX,Bailey,0,43,148.35,87.0,126.0,12468.98,150.0,-102.65880982857142,34.057228342857144
TX,Baylor,0,322,922.44,89.93167701863354,123.58385093167702,12015.711739130435,151.65465838509317,-99.28417364673913,33.70313673809523
TX,Bee,0,190,571.46,94.96297640653356,130.53357531760435,13555.425379310342,160.2455172413793,-97.8101180337568,28.330898886751363
TX,Borden,0,711,1004.44,74.27004219409282,82.29535864978902,5665.3325457102665,115.47665260196905,-101.48543142889551,32.88590650553174
TX,Briscoe,0,181,350.0,80.0,94.18232044198895,6999.541878453039,127.10165745856355,-101.2785328053144,34.35086266929755
TX,Callahan,0,147,501.0,83.63265306122449,114.22448979591837,10905.32,140.79795918367347,-99.49929873771731,32.47832420256992
TX,Cameron,0,498,1269.3,91.40056984695539,119.55834147400412,11256.190860197548,151.21921198306737,-97.62900571266121,26.272818408560536
TX,Carson,0,738,1264.2,78.72086720867209,92.33306747624438,6880.415458989401,124.91875407361668,-101.30656515005667,35.36202434645527
TX,Castro,0,282,575.7,80.0,99.34042553191489,7912.1863829787235,129.65567375886525,-102.34284678368795,34.65357751773049
TX,Clay,0,119,204.09,80.0,103.0,8332.29,131.4,-98.37227084873949,33.50763267226891
TX,Cochran,0,67,150.59,80.0,114.83582089552239,10368.078507462687,137.5,-102.90619701492537,33.53746682089552
TX,Coke,0,478,966.72,82.62006549026742,98.9155903219938,7971.045887756958,132.13283609241404,-100.73773961216035,31.868513503092593
TX,Comanche,0,187,400.1,88.02139037433155,109.06951871657753,9344.002994652406,142.60267379679144,-98.64510285204992,31.764747609625672
TX,Concho,0,170,640.35,98.44705882352942,137.85882352941175,15058.836352941178,167.44529411764705,-99.8887569117647,31.224702664705884
TX,Cooke,0,179,425.66,80.54469273743017,108.06703910614524,9432.515865921787,134.64357541899443,-97.37857660893856,33.67253250837989
TX,Crockett,0,442,1257.54,87.45508384349215,125.87556561085972,12455.53871173809,150.3358597285068,-101.60402444904749,30.98302705589566
TX,Crosby,0,202,367.51,80.0,104.3490099009901,8578.316905940595,132.11658415841583,-101.20012771632935,33.78555980758591
TX,Dawson,0,118,211.22,80.0,100.0,7853.98,130.1,-101.75183772072073,32.71734982882883
TX,Deaf Smith,0,227,482.8,83.30396475770925,101.24229074889868,8107.9293392070485,133.97753303964754,-102.38894641787287,34.928324440528634
TX,Dickens,0,100,150.0,80.0,77.0,4656.63,118.6,-100.98416856,33.76395849
TX,Donley,0,87,174.0,80.0,100.0,7853.9800000000005,130.1,-100.93090298360656,35.16331273770492
TX,Duval,0,120,300.0,89.0,127.0,12667.69,152.4,-98.7614399607843,27.620296607843137
TX,Eastland,0,24,48.0,80.0,110.0,9503.32,135.0,-98.48894256249999,32.337044375
TX,Ector,0,96,152.61,80.0,77.0,4656.63,118.59999999999998,-102.78752477777778,31.934017444444446
TX,Erath,0,53,148.05,83.83018867924528,118.24528301886792,11028.81358490566,142.94716981132075,-98.41771864150944,32.348761377358485
TX,Fisher,0,577,1115.02,81.25782444693648,88.59808339280252,6785.7384137017025,125.60902232643492,-100.60532327100557,32.617227216526246
TX,Floyd,0,551,1218.95,81.89927404718694,104.3611615245009,8586.125154264973,134.08892921960071,-101.22520000396099,34.07800244849261
TX,Foard,0,139,350.28,89.0,127.0,12667.69,152.4,-99.74134107299271,33.91131767883211
TX,Garza,0,176,422.4,86.13636363636364,114.15034965034965,10512.787604895106,143.11398601398602,-101.43184495360737,33.200918641309904
TX,Glasscock,0,457,963.6,81.39606126914661,99.64944561422824,7980.780593149195,131.23575088651262,-101.44609451346678,31.863749678963654
TX,Gray,0,199,374.48,80.0,100.0,7853.9800000000005,130.1,-101.00849602825237,35.267816031937464
TX,Hale,0,239,478.0,92.65271966527196,115.42259414225941,10465.830460251045,150.4543933054393,-101.65079575732217,33.95008828870293
TX,Hansford,0,272,466.7,79.86029411764706,91.125,6603.627683823529,125.5220588235294,-101.23131661305148,36.40144027987132
TX,Hardeman,0,123,299.56,88.7479674796748,121.77235772357723,11685.922764227642,149.58799249530958,-99.53198333020637,34.194384398373984
TX,Hartley,0,2,4.2,90.0,96.0,7239.015,137.95,-102.2725905,35.749596
TX,Haskell,0,200,480.0,85.0,116.0,10568.32,143.1,-99.59638474783951,33.343590199135804
TX,Hemphill,0,156,288.6,80.0,87.0,5944.68,123.4,-100.47468547540983,35.64536457377049
TX,Hidalgo,0,183,384.4,87.27868852459017,115.24590163934427,10450.944918032788,144.95409836065576,-98.08859105657343,26.434839548698168
TX,Hill,0,108,301.36,89.8913043478261,125.80434782608694,12439.497608695652,152.87173913043478,-96.87133552173913,31.788916326086955
TX,Howard,0,243,454.53000000000003,79.88477366255144,96.778463648834,7397.933168724279,128.37074759945128,-101.43801972222221,32.23451324622771
TX,Hutchinson,0,10,20.0,80.0,80.0,5026.55,120.1,-101.53686230000001,35.93268380000001
TX,Irion,0,340,762.4,86.70588235294117,112.52941176470588,10113.850588235295,143.0,-101.04839667941175,31.19275455168067
TX,Jack,0,190,380.0,91.60526315789474,91.94736842105263,6661.997105263157,137.6778947368421,-98.28865845203737,33.14279072724958
TX,Jim Hogg,0,39,78.0,80.0,116.0,10568.32,138.1,-98.91187251428572,27.184113514285716
TX,Kenedy,0,454,1089.4,83.33149779735683,100.59030837004406,8052.385903083701,133.57400881057268,-97.57298375330397,27.054682834801767
TX,Kent,0,108,280.12,88.0,124.0,12132.833333333334,149.92222222222225,-100.54311661352656,33.02616796086957
TX,Kinney,0,55,99.0,80.0,100.0,7853.98,130.1,-100.19209812727273,29.190197527272726
TX,Knox,0,362,1184.4,94.80662983425414,130.3646408839779,13586.938977900552,160.00828729281767,-99.5983398597002,33.6072880551225
TX,Lamb,0,43,148.35,87.0,126.0,12468.98,150.0,-102.59190674999999,34.042038
TX,Limestone,0,208,601.36,86.11197270471463,132.78939205955336,13890.411944789083,152.598294044665,-96.8178860665503,31.65373274803797
TX,Lubbock,0,11,12.5,70.9090909090909,57.27272727272727,2660.3572727272726,99.45454545454545,-101.79247272727274,33.553648
TX,Lynn,0,375,910.8199999999999,85.85066666666667,118.00533333333334,11057.804479999999,144.81626666666665,-101.65495984782461,33.14895260579598
TX,Martin,0,80,120.0,80.0,77.0,4656.63,118.6,-101.8146298125,32.2102647875
TX,Matagorda,0,48,151.2,87.5,125.0,12271.85,150.0,-95.90200287234042,28.866219
TX,McCulloch,0,128,339.88,89.5234375,117.7421875,10950.301015625,148.34921875,-99.47805371875,31.245148445312502
TX,McLennan,0,100,300.0,82.0,140.0,15393.8,152.1,-96.8542747857143,31.56297621428571
TX,Mills,0,246,643.5,93.32714123652865,116.84921535261863,11019.20988513897,151.78548875023634,-98.51844800562169,31.5312010286359
TX,Mitchell,0,528,633.0,71.54166666666667,66.89454545454545,3603.238116666667,104.99959848484849,-100.69089695977928,32.48817124036131
TX,Moore,0,66,89.0,76.09415584415585,69.12121212121212,3784.1209090909088,110.63528138528137,-101.90327796654861,35.93070836448905
TX,Nolan,0,1530,2428.22,76.27579381660583,79.53891302165432,5204.844288650108,116.07893288378887,-100.39051056871511,32.353804662051786
TX,Nueces,0,150,484.13,85.05666666666667,127.56666666666666,12870.670866666665,148.84,-97.57359259333333,27.606841013333337
TX,Ochiltree,0,147,249.9,80.0,100.0,7853.979999999999,130.1,-101.01682381300813,36.434089130081304
TX,Oldham,0,445,955.25,80.0,98.68988764044944,7693.984044943821,129.37438202247188,-102.47486465970368,35.27759860578956
TX,Parmer,0,96,230.4,80.0,107.0,8992.02,133.5,-102.710507375,34.71607395833333
TX,Pecos,0,582,701.4,59.105829293351505,63.953211736716895,3629.9900806238434,91.10114883931095,-102.32731559446003,30.911748351859192
TX,Potter,0,34,78.2,80.0,101.0,8011.85,130.5,-102.1612902,35.2404938
TX,Randall,0,69,166.76999999999998,80.72463768115942,107.42028985507247,9072.23304347826,134.43623188405797,-102.04812620289856,34.782211
TX,Reagan,0,120,300.0,90.0,116.0,10568.319999999998,148.1,-101.36828306666668,31.193056885714288
TX,Refugio,0,100,220.0,92.0,120.0,11309.73,152.1,-97.43240229999999,28.19075719
TX,Roberts,0,156,288.6,80.0,87.0,5944.679999999999,123.4021052631579,-100.57977321052633,35.659143105263155
TX,San Patricio,0,458,1050.47,85.35364284072627,109.78241783498046,9730.828506320386,140.22518731326133,-97.55559930324863,28.008982217039563
TX,Schleicher,0,176,359.5,82.1590909090909,103.52272727272727,8579.13340909091,134.02045454545453,-100.6751938181818,31.062384536931816
TX,Scurry,0,1204,1852.4,76.96400416690129,80.42082324455205,5524.130790725829,117.21336927754942,-100.85755917409288,32.71176652598839
TX,Shackelford,0,250,521.6,78.576,87.32,6000.977599999999,122.272,-99.49303664038356,32.6392169430685
TX,Sherman,0,16,20.0,72.5,64.0,3216.99,104.4,-101.84132768750001,36.456244999999996
TX,Starr,0,514,1351.2,97.8112840466926,121.08171206225681,11707.102412451362,158.3785992217899,-98.6992184610049,26.54052018974793
TX,Sterling,0,596,993.44,78.37248322147651,87.98590873201019,6185.470078329685,122.41191499479596,-101.05257499147885,31.957090418108244
TX,Stonewall,0,108,280.12,88.0,124.0,12132.833333333334,149.92222222222225,-100.50710455555556,33.02524638888889
TX,Taylor,0,418,834.17,79.67942583732058,88.90624924100746,6256.21279928594,124.10364437859762,-100.07199889990729,32.29367186791831
TX,Throckmorton,0,79,350.15,103.21518987341773,144.39240506329114,16475.83835443038,175.41139240506328,-99.29152503797468,33.16841805063291
TX,Tom Green,0,100,160.0,80.0,91.0,6503.88,125.6,-100.63106641071428,31.138221660714283
TX,Upton,0,356,728.14,69.47746956928839,89.94077715355805,7143.393912687266,114.40640215355806,-102.09972925877808,31.202809635416667
TX,Val Verde,0,69,149.34,80.0,112.98550724637681,10049.820289855072,136.5463768115942,-100.77239536231885,29.767658
TX,Webb,0,503,990.89,87.88071570576541,107.81809145129225,9379.65749502982,141.82644135188866,-98.92219086516721,27.490171394261303
TX,Wilbarger,0,431,1015.11,84.97834493426141,114.57741686001548,10517.667351894817,142.2444238205723,-99.20082043066579,34.08258335675203
TX,Willacy,0,640,1443.78,89.8996535326087,112.9046195652174,10079.900923505435,146.42454076086955,-97.68389709200594,26.4044813840113
TX,Winkler,0,96,152.61,80.0,80.3103448275862,5070.958160919541,120.19080459770116,-102.83276579310343,32.000213505747126
TX,Young,0,165,348.0,89.0909090909091,100.9090909090909,8075.324545454544,139.5909090909091,-98.55631535664334,33.2986756979021
TX,Zapata,0,150,489.0,106.4,135.2,14533.511600000002,173.98399999999998,-99.12415523310078,26.99450893616279
UT,Beaver,1,165,305.5,80.0,86.03333333333333,5888.460848484849,123.06969696969696,-112.93403346531987,38.55159853265993
UT,Millard,1,68,102.0,80.0,77.0,4656.63,118.6,-112.93051655932203,38.58688550847457
UT,San Juan,0,27,62.1,80.0,116.0,10568.32,138.1,-109.38500400000001,37.894069555555554
UT,Tooele,0,1,1.79,80.0,90.0,6494.460000000001,125.0,-112.373535,40.5012795
UT,Utah,0,9,18.9,79.0,88.0,6082.12,123.09999999999998,-111.58385466666667,40.07317222222222
VA,Northampton,0,2,12.0,108.0,154.0,18626.5,185.0,-75.491577,36.886841
VT,Bennington,0,15,30.0,78.0,92.33333333333333,6715.416,124.21333333333334,-72.97933813333333,42.865262933333334
VT,Caledonia,0,16,40.0,80.0,93.75,6904.24,126.875,-72.1012550625,44.6759743125
VT,Chittenden,0,4,10.0,80.0,100.0,7853.98,130.1,-73.069164,44.659696499999995
VT,Franklin,0,4,10.0,80.0,100.0,7853.98,130.1,-73.071922,44.6649285
VT,Orleans,0,21,63.0,84.0,112.0,9852.03,139.9047619047619,-72.42503576190477,44.75059461904762
WA,Adams,1,57,149.9,85.7719298245614,125.3157894736842,12384.032807017544,148.44736842105263,-118.4229476140351,46.896361368421054
WA,Benton,0,37,48.1,64.44444444444444,68.88888888888889,3857.701111111111,98.96666666666665,-119.11137593650794,46.1006576984127
WA,Columbia,0,277,572.2,72.44404332129965,97.35740072202167,7554.06559566787,121.16462093862815,-117.91105345483214,46.41827707174571
WA,Garfield,1,94,216.2,80.0,101.0,8011.850000000001,130.5,-117.8187189865772,46.52270836912752
WA,Grays Harbor,0,4,6.0,80.0,77.0,4656.63,118.6,-124.0676345,46.793994999999995
WA,Kittitas,0,240,423.65,72.6,80.39166666666667,5095.507541666666,112.84291666666667,-120.30077983439598,47.03570174211408
WA,Klickitat,1,575,1196.7,80.25652173913043,90.73826086956522,6528.233147826087,125.63025815217391,-120.45064615982359,45.81997420950801
WA,Lewis,0,38,136.8,82.0,136.0,14526.72,150.0,-122.58567294736842,46.714932210526314
WA,Pacific,1,4,6.0,80.0,77.0,4656.63,118.6,-124.06338500000001,46.791895
WA,Walla Walla,0,908,260.03999999999996,50.0,47.0,1734.94,73.5,-118.80239041353384,46.01145744266917
WA,Whitman,1,58,104.4,80.0,100.0,7853.98,130.1,-117.3270775862069,47.13493189655173
WI,Brown,0,8,20.0,100.0,100.0,7853.98,150.0,-87.937018375,44.348429125
WI,Columbia,0,90,162.0,80.0,90.0,6361.73,125.0,-89.11152845555556,43.57706634444445
WI,Dane,0,6,9.9,80.0,82.0,5281.02,121.0,-89.56071083333332,43.17297233333333
WI,Dodge,0,122,183.0,80.0,78.62295081967213,4859.938524590164,119.39672131147542,-88.51891192539311,43.54473003362329
WI,Fond du Lac,0,215,341.85,80.0,80.0,5031.264,120.03999999999999,-88.37553747781268,43.75815423846637
WI,Iowa,1,20,30.0,65.0,70.5,3903.63,100.3,-90.38321795,42.9607915
WI,Lafayette,0,49,98.0,95.0,110.0,9503.32,150.0,-90.25145089795919,42.65567385714286
WI,Monroe,1,2,5.0,100.0,96.0,7238.23,148.1,-90.8045425,43.736393
WI,Racine,1,2,3.0,85.0,82.3,5319.73,126.2,-87.887989,42.712164
WV,Barbour,0,61,97.6,80.0,82.5,5345.62,121.3,-79.88143385714287,39.01527474285714
WV,Grant,0,154,381.5,82.40584415584415,94.93506493506493,7467.301753246753,129.87597402597405,-79.17265217621015,39.235945299094844
WV,Greenbrier,0,87,156.7,82.0919540229885,88.24137931034483,6449.991609195403,126.26896551724137,-80.54543786206897,38.08371834482759
WV,Mineral,0,38,151.0,96.64473684210526,125.26315789473684,12792.692105263157,159.23684210526315,-79.09062821011027,39.37045496089037
WV,Preston,0,44,66.0,70.0,72.0,4071.5,106.1,-79.5035475,39.2195165
WV,Randolph,0,61,97.6,80.0,82.5,5345.62,121.29999999999998,-79.89436661538463,38.98126473076923
WV,Tucker,0,44,66.0,70.0,72.0,4071.5,106.1,-79.5386301,39.1818661
WY,Albany,1,85,157.25,80.0,91.0,6503.88,125.6,-106.01705131764705,41.67079283529412
WY,Carbon,0,403,1066.65,77.89370905944877,105.54640959090348,9365.967848321498,130.69516747002845,-106.21722603708426,41.99292576811473
WY,Converse,1,546,1149.2,82.86971247930153,99.66099074792436,8135.10244898235,132.71152803992635,-105.70882548841354,42.99211901608623
WY,Laramie,0,137,357.18,85.92700729927007,116.5985401459854,10895.400145985403,144.18905109489052,-105.06627887591242,41.08833213868613
WY,Natrona,0,11,16.5,80.0,77.0,4656.63,118.6,-106.2186979090909,42.887266000000004
WY,Uinta,1,147,284.7,72.46938775510205,83.64625850340136,5507.660136054422,114.33809523809525,-110.66819708163266,41.321128816326535
